Source,Type,Item,Location,Category,Subcategory,Subcategory2,Dimension,Dimension 2,Check Blanks
CCSESA,Assumptions,"Staff members who are 65 and over and children and all staff with underlying health conditions (e.g. high blood pressure, chronic lung disease, diabetes, obesity, asthma, and those whose immune system is compromised such as by chemotherapy for cancer and other conditions requiring such therapy) will continue to be especially vulnerable and may be advised or choose to continue to stay at home .",9,,,,,,1
CCSESA,Actions,Stagger times when students and staff are moving outside their classrooms/work areas to reduce the number of potential contacts and require students to stay six feet apart in when transitioning from one space to another,3i,,,,,,1
Kern COE,Assumptions,State tax revenues will fall well below those of previous years with reductions in school funding likely.,7,,,,,,1
Kern COE,Assumptions,"Structural changes (staggered schedules and/or blended learning configurations) needed to implement social distancing, and periodic school closures, will increase childcare needs for many families and create new challenges for before- and after-school programs.",13,,,,,,1
Kern COE,Assumptions,"Student calendars need to be adjusted accordingly. If school start dates are in July, this possibility could be more likely than those starting in mid-August.",3,,,,,,1
Marin COE,Assumptions,"Student learning losses going into the 2020-21 year may be uneven and vary broadly. Schools should consider a variety of additional services assuming: 
Many students will begin the next year with learning deficits,The most able and advantaged are likely to be better off,The most disadvantaged are likely to suffer learning regression, Increases in special education due process filings and demands for compensatory education are likely to increase unless relief from some of the provisions in the Individuals with Disabilities Education Act is authorized.",3,,,,,,1
Kern COE,Assumptions,"Students and staff with COVID-19, and those who are directly exposed, may miss two or more weeks of school. In larger households, children may be required to miss school for an extended period if the disease affects other members of their family.",9,,,,,,1
Marin COE,Assumptions,"Students and staff with COVID-19, and those who are directly exposed, may miss two or more weeks of school. In larger households, children may be required to miss school for an extended period if the disease affects other members of their family.",6f,,,,,,1
Kern COE,Assumptions,Students could begin the next year with learning deficits.,10,,,,,,1
Kern COE,Assumptions,"Substance abuse, child abuse, and domestic violence are also likely to rise.",6,,,,,,1
Kern COE,Assumptions,Suicide attempts and completions will rise.,6,,,,,,1
Monterey COE,Actions,"Survey staff, students, and parents to gain insight into school closure experiences and redesign systems.",Phase V,,,,,,1
Monterey COE,Actions,"Teach and reinforce prevention behaviors (physical distancing, handwashing, and cough/sneeze etiquette, etc.) to minimize health concerns.",Phase II,,,,,,1
Kern COE,Considerations,Teach handwashing and cough and sneeze etiquette at all grade levels and reinforce on an ongoing basis.,12,,,,,,1
Monterey COE,Actions,"Teach/reinforce prevention behaviors (physical distancing, handwashing, and cough/sneeze etiquette, etc.) to minimize health concerns.",Phase V,,,,,,1
Monterey COE,Actions,Teachers and staff should check themselves for fever and/or respiratory symptoms such as cough each morning before interacting with students.,Phase II,,,,,,1
Kern COE,Assumptions,Teaching and reinforcing prevention behaviors (handwashing and cough/sneeze etiquette) and promoting flu vaccinations will continue to be important strategies in slowing the spread of this and other infectious diseases.,1,,,,,,1
CDC-C4S,Assumptions,"Personal prevention practices (such as handwashing, staying home when sick) and environmental cleaning and disinfection are important principles that are covered in this document. ",GP3,,,,,,1
Kern COE,Actions,Use a virtual learning center approach to provide individual and small-group instruction to all students at least once per week by appointment. Provide in-person appointments using social distancing and prevention measures as an option if connectivity is not available.,7,,,,,,1
Kern COE,Actions,Use job-alike groups to examine all routines used to prepare for the next school year and develop alternative means for accomplishing the needed outcomes.,2,,,,,,1
WHO,Questions,"What impact is the current epidemiologic situation having on movement in the community? Are movement restrictions in place, is safe transport available?",Questions,,,,,,1
WHO,Questions,What is the number of children with underlying conditions or special needs?,Questions,,,,,,1
CDC-C4S,Actions,"When possible, use flexible worksites (e.g., telework) and flexible work hours (e.g., staggered shifts) to help establish policies and practices for social distancing (maintaining distance of approximately 6 feet) between employees and others, especially if social distancing is recommended by state and local health authorities.",SS2,,,,,,1
CCSESA,Assumptions,"When schools are allowed to reopen, operations will need to be modified to address COVID-19 in areas such as, but not necessarily limited to:
Development of criteria/plan for closing school again if necessary
Updated/Accessible Injury and Illness Prevention Plan
Campus Access
School cleaning/disinfecting and other health/safety practices
Protective Equipment
Physical Distancing
Staff and Labor Issues
Mental/Emotional Support for Students/Staff
Communication with Parents/Students, Employees and Community
",10,,,,,,1
